node,pagerank
57571,0.000097646227
6737,0.000078656473
96321,0.000078396793
4799,0.000069761254
19267,0.000068788771
11323,0.000067495371
98618,0.000066261579
13830,0.000065318328
37335,0.000064103944
21759,0.000063461930
24947,0.000063298605
5945,0.000062865227
2419,0.000061101288
18917,0.000058962114
12110,0.000058877231
18972,0.000058490439
11457,0.000058210362
13884,0.000058087637
130594,0.000057699623
38868,0.000057422870
